question_id,selected_schema_with_connections
635,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `Parker`, `Matt Parker`, `Matt`
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE votes
(
	Id INTEGER not null primary key,
	PostId INTEGER null, -- `Post Id` description: the id of the post that is voted
	UserId INTEGER null, -- `User Id` description: the id of the voter
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
636,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `Neil McGuigan`, `Neil`
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE comments
(
	Id INTEGER not null primary key,
	PostId INTEGER null, --
	Score INTEGER null, -- description: rating score value description: The score is from 0 to 100. The score more than 60 refers that the comment is a positive comment. The score less than 60 refers that the comment is a negative comment.
	UserId INTEGER null, -- `User Id` description: the id of the user who post the comment
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);

CREATE TABLE postHistory
(
	Id INTEGER not null UNIQUE primary key,
	PostId INTEGER null, --
	UserId INTEGER null, --
	Comment TEXT null, -- description: comments of the post
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
637,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `Mark`, `Mark Meckes`| `Display Name` description: the user's display name
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	OwnerUserId INTEGER null, --
	Tags TEXT null, -- description: the tag of the post
	CommentCount INTEGER null, -- `Comment Count` description: the total number of comments of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE tags
(
	Id INTEGER not null primary key,
	TagName TEXT null, -- `Tag Name` description: the name of the tag
	ExcerptPostId INTEGER null, -- `Excerpt Post Id` description: the excerpt post id of the tag
	foreign key (ExcerptPostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE postHistory
(
	Id INTEGER not null UNIQUE primary key,
	PostId INTEGER null, --
	UserId INTEGER null, --
	Comment TEXT null, -- description: comments of the post
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
638,"CREATE TABLE badges
(
	Id INTEGER not null primary key,
	UserId INTEGER null, --
	Name TEXT null, -- examples: `Organizer`| description: the badge name the user obtained
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `Name`| `Display Name` description: the user's display name
);"
639,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	OwnerUserId INTEGER null, --
	Tags TEXT null, -- description: the tag of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `Community`
);

CREATE TABLE tags
(
	Id INTEGER not null primary key,
	TagName TEXT null, -- examples: `percentage`| `Tag Name` description: the name of the tag
	ExcerptPostId INTEGER null, --
	foreign key (ExcerptPostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE votes
(
	Id INTEGER not null primary key,
	PostId INTEGER null, -- `Post Id` description: the id of the post that is voted
	UserId INTEGER null, --
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
640,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `mornington`, `Amos`| `Display Name` description: the user's display name
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	ViewCount INTEGER null, -- `View Count` description: the view count of the post value description: Higher view count means the post has higher popularity
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
641,"CREATE TABLE badges
(
	Id INTEGER not null primary key,
	Name TEXT null, -- examples: `Commentator`| description: the badge name the user obtained
	Date DATETIME null, -- examples: `2010-07-19 19:44:07.0`| description: the date that the user obtained the badge
);"
642,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	CreaionDate DATETIME null, -- examples: `2010-07-19 19:12:12.0`| `Creation Date` description: the creation date of the post
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
643,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `user`| `Display Name` description: the user's display name
	Views INTEGER null, -- description: the number of views
	Age INTEGER null, -- description: user's age value description:  teenager: 13-18  adult: 19-65  elder: > 65
);"
644,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	Title TEXT null, -- description: the title of the post
	LastEditorUserId INTEGER null, -- `Last Editor User Id` description: the id of the last editor
	LastEditDate DATETIME null, -- examples: `2010-07-19 20:43:02.0`| `Last Edit Date` description: the last edit date
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
645,"CREATE TABLE comments
(
	Id INTEGER not null primary key,
	Score INTEGER null, -- description: rating score value description: The score is from 0 to 100. The score more than 60 refers that the comment is a positive comment. The score less than 60 refers that the comment is a negative comment.
	UserId INTEGER null, -- `User Id` description: the id of the user who post the comment
);

CREATE TABLE postHistory
(
	Id INTEGER not null UNIQUE primary key,
	Comment TEXT null, -- description: comments of the post
);"
646,"CREATE TABLE comments
(
	Id INTEGER not null primary key,
	PostId INTEGER null, --
	Score INTEGER null, -- description: rating score value description: The score is from 0 to 100. The score more than 60 refers that the comment is a positive comment. The score less than 60 refers that the comment is a negative comment.
	UserId INTEGER null, -- `User Id` description: the id of the user who post the comment
	UserDisplayName TEXT null, -- `User Display Name` description: user's display name
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	OwnerUserId INTEGER null, --
	Title TEXT null, -- description: the title of the post
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE postHistory
(
	Id INTEGER not null UNIQUE primary key,
	PostId INTEGER null, --
	UserId INTEGER null, -- `User Id` description: the user who post the post
	Comment TEXT null, -- description: comments of the post
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `name`, `user`| `Display Name` description: the user's display name
);"
647,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	Location TEXT null, -- examples: `Location`, `north`, `North Pole`| description: user's location
);

CREATE TABLE badges
(
	Id INTEGER not null primary key,
	UserId INTEGER null, --
	Name TEXT null, -- description: the badge name the user obtained
	Date DATETIME null, -- examples: `2010-07-19 19:39:08.0`| description: the date that the user obtained the badge
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
648,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	OwnerUserId INTEGER null, --
	FavoriteCount INTEGER null, -- `Favorite Count` description: the total number of favorites of the post value description: more favorite count refers to more valuable posts.
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `name`| `Display Name` description: the user's display name
	WebsiteUrl TEXT null, -- `Website Url` description: the website url of the user account
);"
649,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	Title TEXT null, -- description: the title of the post
	LastEditDate DATETIME null, -- examples: `2013-06-07 06:38:10.0`| `Last Edit Date` description: the last edit date
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE postHistory
(
	Id INTEGER not null UNIQUE primary key,
	PostId INTEGER null, --
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE tags
(
	Id INTEGER not null primary key,
	Count INTEGER null, -- description: the count of posts that contain this tag value description: more counts --> this tag is more popular
	ExcerptPostId INTEGER null, -- `Excerpt Post Id` description: the excerpt post id of the tag
	foreign key (ExcerptPostId) references posts (Id) on update cascade on delete cascade,
);"
650,"CREATE TABLE badges
(
	Id INTEGER not null primary key,
	UserId INTEGER null, --
	Name TEXT null, -- examples: `outliers`| description: the badge name the user obtained
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	LastAccessDate DATETIME null, -- examples: `2014-07-23 21:28:18.0`| `Last Access Date` description: the last access date of the user account
	Location TEXT null, -- examples: `Location`| description: user's location
);"
651,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	Title TEXT null, -- description: the title of the post
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE postLinks
(
	Id INTEGER not null primary key,
	PostId INTEGER null, --
	RelatedPostId INTEGER null, -- `Related Post Id` description: the id of the related post
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (RelatedPostId) references posts (Id) on update cascade on delete cascade,
);"
652,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `Samuel`| `Display Name` description: the user's display name
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	CreaionDate DATETIME null, -- examples: `2010-07-19 19:12:57.0`| `Creation Date` description: the creation date of the post
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE badges
(
	Id INTEGER not null primary key,
	UserId INTEGER null, --
	Name TEXT null, -- description: the badge name the user obtained
	Date DATETIME null, -- examples: `2010-07-19 19:49:06.0`| description: the date that the user obtained the badge
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);

CREATE TABLE postHistory
(
	Id INTEGER not null UNIQUE primary key,
	PostId INTEGER null, --
	UserId INTEGER null, --
	UserDisplayName TEXT null, -- examples: `Samuel`
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);

CREATE TABLE postLinks
(
	Id INTEGER not null primary key,
	CreationDate DATETIME null, -- examples: `2010-07-27 23:22:51.0`| `Creation Date` description: the creation date of the post link
	PostId INTEGER null, -- `Post Id` description: the post id
	RelatedPostId INTEGER null, --
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (RelatedPostId) references posts (Id) on update cascade on delete cascade,
);"
653,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	ViewCount INTEGER null, -- `View Count` description: the view count of the post value description: Higher view count means the post has higher popularity
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	OwnerDisplayName TEXT null, -- `Owner Display Name` description: the display name of the post owner
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	Views INTEGER null, --
);"
654,"CREATE TABLE tags
(
	Id INTEGER not null primary key,
	TagName TEXT null, -- examples: `hypothesis-testing`
	ExcerptPostId INTEGER null, -- `Excerpt Post Id` description: the excerpt post id of the tag
	foreign key (ExcerptPostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	OwnerUserId INTEGER null, -- `Owner User Id` description: the id of the owner user
	LastEditorUserId INTEGER null, -- `Last Editor User Id` description: the id of the last editor
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `name`, `user`| `Display Name` description: the user's display name
	Location TEXT null, -- examples: `Location`
);"
655,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	Title TEXT null, -- description: the title of the post
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE postLinks
(
	Id INTEGER not null primary key,
	PostId INTEGER null, -- `Post Id` description: the post id
	RelatedPostId INTEGER null, -- `Related Post Id` description: the id of the related post
	LinkTypeId INTEGER null, -- `Link Type Id` description: the id of the link type
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (RelatedPostId) references posts (Id) on update cascade on delete cascade,
);"
656,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	Score INTEGER null, -- description: the score of the post
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, -- description: the id of the parent post value description: If the parent id is null, the post is the root post. Otherwise, the post is the child post of other post.
	OwnerDisplayName TEXT null, -- examples: `nullglob`| `Owner Display Name` description: the display name of the post owner
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `name`, `null`
);"
657,"CREATE TABLE votes
(
	Id INTEGER not null primary key,
	VoteTypeId INTEGER null, -- `Vote Type Id` description: the id of the vote type
	UserId INTEGER null, -- `User Id` description: the id of the voter
	BountyAmount INTEGER null, -- `Bounty Amount` description: the amount of bounty
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `user`| `Display Name` description: the user's display name
	WebsiteUrl TEXT null, -- `Website Url` description: the website url of the user account
);"
658,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	ViewCount INTEGER null, -- `View Count` description: the view count of the post value description: Higher view count means the post has higher popularity
	Title TEXT null, -- description: the title of the post
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
659,"CREATE TABLE tags
(
	Id INTEGER not null primary key,
	Count INTEGER null, -- description: the count of posts that contain this tag value description: more counts --> this tag is more popular
	ExcerptPostId INTEGER null, -- `Excerpt Post Id` description: the excerpt post id of the tag
	foreign key (ExcerptPostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	Tags TEXT null, -- description: the tag of the post
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
660,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	OwnerUserId INTEGER null, -- `Owner User Id` description: the id of the owner user
	FavoriteCount INTEGER null, -- `Favorite Count` description: the total number of favorites of the post value description: more favorite count refers to more valuable posts.
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
661,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	Reputation INTEGER null, -- description: the user's reputation value description: The user with higher reputation has more influence.
	Age INTEGER null, -- description: user's age value description:  teenager: 13-18  adult: 19-65  elder: > 65
);"
662,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE votes
(
	Id INTEGER not null primary key,
	PostId INTEGER null, -- `Post Id` description: the id of the post that is voted
	CreationDate DATE null, -- examples: `2010-07-20`| `Creation Date` description: the creation date of the vote
	BountyAmount INTEGER null, -- `Bounty Amount` description: the amount of bounty
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
);"
663,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	Age INTEGER null, -- description: user's age value description:  teenager: 13-18  adult: 19-65  elder: > 65
);"
664,"CREATE TABLE tags
(
	Id INTEGER not null primary key,
	Count INTEGER null, -- description: the count of posts that contain this tag value description: more counts --> this tag is more popular
	ExcerptPostId INTEGER null, --
	foreign key (ExcerptPostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	Score INTEGER null, -- description: the score of the post
	ViewCount INTEGER null, -- `View Count` description: the view count of the post value description: Higher view count means the post has higher popularity
	Tags TEXT null, -- description: the tag of the post
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
665,"CREATE TABLE postLinks
(
	Id INTEGER not null primary key,
	CreationDate DATETIME null, -- examples: `2010-07-29 19:01:22.0`| `Creation Date` description: the creation date of the post link
	PostId INTEGER null, --
	RelatedPostId INTEGER null, --
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (RelatedPostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	AnswerCount INTEGER null, -- `Answer Count` description: the total number of answers of the post
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE tags
(
	Id INTEGER not null primary key,
	Count INTEGER null, -- description: the count of posts that contain this tag value description: more counts --> this tag is more popular
	ExcerptPostId INTEGER null, --
	foreign key (ExcerptPostId) references posts (Id) on update cascade on delete cascade,
);"
666,"CREATE TABLE votes
(
	Id INTEGER not null primary key,
	PostId INTEGER null, -- `Post Id` description: the id of the post that is voted
	UserId INTEGER null, -- `User Id` description: the id of the voter
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	FavoriteCount INTEGER null, -- `Favorite Count` description: the total number of favorites of the post value description: more favorite count refers to more valuable posts.
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
667,"CREATE TABLE postLinks
(
	Id INTEGER not null primary key,
	CreationDate DATETIME null, -- examples: `2010-08-04 11:21:07.0`| `Creation Date` description: the creation date of the post link
	PostId INTEGER null, --
	RelatedPostId INTEGER null, --
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (RelatedPostId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	CreaionDate DATETIME null, -- examples: `2010-07-19 19:17:47.0`| `Creation Date` description: the creation date of the post
	Title TEXT null, -- description: the title of the post
	ParentId INTEGER null, --
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
668,"CREATE TABLE badges
(
	Id INTEGER not null primary key,
	UserId INTEGER null, --
	Name TEXT null, -- description: the badge name the user obtained
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `name`, `Name`, `user`| `Display Name` description: the user's display name
);"
669,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `chl`
);

CREATE TABLE votes
(
	Id INTEGER not null primary key,
	CreationDate DATE null, -- examples: `2010-07-26`| `Creation Date` description: the creation date of the vote
	UserId INTEGER null, -- `User Id` description: the id of the voter
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
670,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	Age INTEGER null, -- description: user's age value description:  teenager: 13-18  adult: 19-65  elder: > 65
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	CreaionDate DATETIME null, -- examples: `2010-07-19 19:17:47.0`| `Creation Date` description: the creation date of the post
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE badges
(
	Id INTEGER not null primary key,
	UserId INTEGER null, --
	Date DATETIME null, -- examples: `2010-07-19 19:54:06.0`
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
671,"CREATE TABLE badges
(
	Id INTEGER not null primary key,
	UserId INTEGER null, --
	Name TEXT null, -- examples: `Autobiographer`| description: the badge name the user obtained
	Date DATETIME null, -- examples: `2010-07-19 19:49:07.0`| description: the date that the user obtained the badge
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `name`, `user`| `Display Name` description: the user's display name
);"
672,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	Location TEXT null, -- examples: `Location`, `United Kingdom`| description: user's location
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	OwnerUserId INTEGER null, --
	FavoriteCount INTEGER null, -- `Favorite Count` description: the total number of favorites of the post value description: more favorite count refers to more valuable posts.
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
673,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	Age INTEGER null, -- description: user's age value description:  teenager: 13-18  adult: 19-65  elder: > 65
);

CREATE TABLE votes
(
	Id INTEGER not null primary key,
	PostId INTEGER null, -- `Post Id` description: the id of the post that is voted
	UserId INTEGER null, -- `User Id` description: the id of the voter
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
674,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	Reputation INTEGER null, -- description: the user's reputation value description: The user with higher reputation has more influence.
	DisplayName TEXT null, -- examples: `name`| `Display Name` description: the user's display name
);"
675,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	Reputation INTEGER null, -- description: the user's reputation value description: The user with higher reputation has more influence.
	Views INTEGER null, -- description: the number of views
);"
676,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `name`, `user`| `Display Name` description: the user's display name
	Age INTEGER null, -- description: user's age value description:  teenager: 13-18  adult: 19-65  elder: > 65
);"
677,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	CreationDate DATETIME null, -- examples: `2010-07-19 19:04:52.0`| `Creation Date` description: the creation date of the user account
	DisplayName TEXT null, -- examples: `Jay`, `Jay Stevens`| `Display Name` description: the user's display name
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	CreaionDate DATETIME null, -- examples: `2010-07-19 19:16:27.0`| `Creation Date` description: the creation date of the post
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE postLinks
(
	Id INTEGER not null primary key,
	CreationDate DATETIME null, -- examples: `2010-07-28 19:36:09.0`| `Creation Date` description: the creation date of the post link
	PostId INTEGER null, --
	RelatedPostId INTEGER null, --
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (RelatedPostId) references posts (Id) on update cascade on delete cascade,
);"
678,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `Harvey Motulsky`, `Harvey`| `Display Name` description: the user's display name
	Views INTEGER null, -- description: the number of views
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	ViewCount INTEGER null, -- `View Count` description: the view count of the post value description: Higher view count means the post has higher popularity
	OwnerUserId INTEGER null, --
	Title TEXT null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE postLinks
(
	Id INTEGER not null primary key,
	PostId INTEGER null, -- `Post Id` description: the post id
	RelatedPostId INTEGER null, --
	foreign key (PostId) references posts (Id) on update cascade on delete cascade,
	foreign key (RelatedPostId) references posts (Id) on update cascade on delete cascade,
);"
679,"CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	Score INTEGER null, -- description: the score of the post
	OwnerUserId INTEGER null, -- `Owner User Id` description: the id of the owner user
	Title TEXT null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);

CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `name`| `Display Name` description: the user's display name
);

CREATE TABLE badges
(
	Id INTEGER not null primary key,
	UserId INTEGER null, --
	Name TEXT null, --
	foreign key (UserId) references users (Id) on update cascade on delete cascade,
);"
680,"CREATE TABLE users
(
	Id INTEGER not null UNIQUE primary key,
	DisplayName TEXT null, -- examples: `Stephen`, `Stephen Turner`| `Display Name` description: the user's display name
);

CREATE TABLE posts
(
	Id INTEGER not null UNIQUE primary key,
	Score INTEGER null, -- description: the score of the post
	OwnerUserId INTEGER null, --
	LastEditorUserId INTEGER null, --
	ParentId INTEGER null, --
	foreign key (LastEditorUserId) references users (Id) on update cascade on delete cascade,
	foreign key (OwnerUserId) references users (Id) on update cascade on delete cascade,
	foreign key (ParentId) references posts (Id) on update cascade on delete cascade,
);"
