correct_schema_str,question_id
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	`T-BIL` REAL null, -- `total bilirubin` description: total bilirubin value description: Commonsense evidence:  Normal range: N < 2.0
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1225
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Birthday DATE null, -- examples: `1934-02-13`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	`T-CHO` INTEGER null, -- `total cholesterol` description: total cholesterol value description: Commonsense evidence: Normal range: N < 250
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1226
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, -- description: Sex value description: F: female; M: male
	Birthday DATE null, -- examples: `1937-05-02`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	`T-CHO` INTEGER null, -- `total cholesterol` description: total cholesterol value description: Commonsense evidence: Normal range: N < 250
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1227
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Diagnosis TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	TG INTEGER null, -- `triglyceride` description: triglyceride value description: Commonsense evidence:  Normal range: N < 200
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1228
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Birthday DATE null, -- examples: `1953-09-21`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	TG INTEGER null, -- `triglyceride` description: triglyceride value description: Commonsense evidence:  Normal range: N < 200
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1229
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Admission TEXT null, -- description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	CPK INTEGER null, -- `creatinine phosphokinase` description: creatinine phosphokinase value description: Commonsense evidence: Normal range: N < 250
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1230
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, --
	Birthday DATE null, -- examples: `1937-11-24`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	CPK INTEGER null, -- `creatinine phosphokinase` description: creatinine phosphokinase value description: Commonsense evidence: Normal range: N < 250
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1231
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, --
	Birthday DATE null, -- examples: `1956-04-14`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	`T-CHO` INTEGER null, -- `total cholesterol` description: total cholesterol value description: Commonsense evidence: Normal range: N < 250
	GLU INTEGER null, -- `blood glucose` description: blood glucose value description: Commonsense evidence: Normal range: N < 180
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1232
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	`First Date` DATE null, -- examples: `1972-10-19`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	GLU INTEGER null, -- `blood glucose` description: blood glucose value description: Commonsense evidence: Normal range: N < 180
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1233
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, --
	Birthday DATE null, -- examples: `1948-10-07`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	WBC REAL null, -- `White blood cell` description: White blood cell value description: Commonsense evidence: Normal range: 3.5 < N < 9.0
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1234
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Birthday DATE null, -- examples: `1953-09-21`
	Diagnosis TEXT null, -- description: disease names
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	RBC REAL null, -- `Red blood cell` description: Red blood cell value description: Commonsense evidence:  Normal range: 3.5 < N < 6.0
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1235
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, --
	Birthday DATE null, -- examples: `1937-11-24`
	Admission TEXT null, -- description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	RBC REAL null, -- `Red blood cell` description: Red blood cell value description: Commonsense evidence:  Normal range: 3.5 < N < 6.0
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1236
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, -- description: Sex value description: F: female; M: male
	Admission TEXT null, -- description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	HGB REAL null, -- `Hemoglobin` description: Hemoglobin value description: Commonsense evidence:  Normal range: 10 < N < 17
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1237
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, --
	Birthday DATE null, -- examples: `1956-04-14`
	Diagnosis TEXT null, -- examples: `SLE`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	HGB REAL null, --
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1238
"CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	HCT REAL null, -- `Hematoclit` description: Hematoclit value description: Commonsense evidence: Normal range: 29 < N < 52
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Birthday DATE null, -- examples: `1934-02-13`
);",1239
"CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`| description: Date of the laboratory tests (YYMMDD)
	HCT REAL null, -- `Hematoclit` description: Hematoclit value description: Commonsense evidence: Normal range: 29 < N < 52
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);",1240
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	PLT INTEGER null, -- `platelet` description: platelet value description: Commonsense evidence:  Normal range: 100 < N < 400
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1241
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Birthday DATE null, -- examples: `1937-11-24`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-11`| description: Date of the laboratory tests (YYMMDD)
	PLT INTEGER null, -- `platelet` description: platelet value description: Commonsense evidence:  Normal range: 100 < N < 400
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1242
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, --
	Birthday DATE null, -- examples: `1936-03-25`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	PT REAL null, -- `prothrombin time` description: prothrombin time value description: Commonsense evidence:  Normal range: N < 14
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1243
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	`First Date` DATE null, -- examples: `1972-10-19`| description: the date when a patient came to the hospital
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	PT REAL null, -- `prothrombin time` description: prothrombin time value description: Commonsense evidence:  Normal range: N < 14
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1244
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-21`
	APTT INTEGER null, -- `activated partial prothrombin time` description: activated partial prothrombin time value description: Commonsense evidence:  Normal range: N < 45
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1245
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	APTT INTEGER null, -- `activated partial prothrombin time` description: activated partial prothrombin time value description: Commonsense evidence:  Normal range: N < 45
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	Thrombosis INTEGER null, -- description: degree of thrombosis value description: 0: negative (no thrombosis) 1: positive (the most severe one) 2: positive (severe)3: positive (mild)
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1246
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, -- description: Sex value description: F: female; M: male
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	WBC REAL null, -- `White blood cell` description: White blood cell value description: Commonsense evidence: Normal range: 3.5 < N < 9.0
	FG REAL null, -- `fibrinogen` description: fibrinogen value description: Commonsense evidence:  Normal range: 150 < N < 450
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1247
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Birthday DATE null, -- examples: `1937-11-24`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	FG REAL null, -- `fibrinogen` description: fibrinogen value description: Commonsense evidence:  Normal range: 150 < N < 450
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1248
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Diagnosis TEXT null, -- description: disease names
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	`U-PRO` TEXT null, -- `proteinuria` description: proteinuria value description: Commonsense evidence:  Normal range: 0 < N < 30
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1249
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Diagnosis TEXT null, -- examples: `SLE`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	`U-PRO` TEXT null, -- `proteinuria` description: proteinuria value description: Commonsense evidence:  Normal range: 0 < N < 30
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1250
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	IGG INTEGER null, -- `Ig G` description: Ig G value description: Commonsense evidence:  Normal range: 900 < N < 2000
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	Symptoms TEXT null, -- examples: `abortion`
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1251
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	IGG INTEGER null, -- `Ig G` description: Ig G value description: Commonsense evidence:  Normal range: 900 < N < 2000
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	Symptoms TEXT null, --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1252
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Diagnosis TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	IGA INTEGER null, -- `Ig A` description: Ig A value description: Commonsense evidence:  Normal range: 80 < N < 500
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1253
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	`First Date` DATE null, -- examples: `1993-02-05`| description: the date when a patient came to the hospital
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	IGA INTEGER null, -- `Ig A` description: Ig A value description: Commonsense evidence:  Normal range: 80 < N < 500
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1254
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Diagnosis TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	IGM INTEGER null, -- `Ig M` description: Ig M value description: Commonsense evidence:  Normal range: 40 < N < 400
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1255
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Description DATE null, -- examples: `1998-07-16`| description: the first date when a patient data was recorded value description: null or empty: not recorded
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	CRP TEXT null, -- examples: `1.05`| `C-reactive protein` description: C-reactive protein value description: Commonsense evidence:  Normal range: N= -, +-, or N < 1.0
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1256
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Birthday DATE null, -- examples: `1953-09-21`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	CRP TEXT null, -- `C-reactive protein` description: C-reactive protein value description: Commonsense evidence:  Normal range: N= -, +-, or N < 1.0
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1257
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	RA TEXT null, -- `Rhuematoid Factor` description: Rhuematoid Factor value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	KCT TEXT null, -- `measure of degree of coagulation` description: measure of degree of coagulation value description: +: positive  -: negative
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1258
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Birthday DATE null, -- examples: `1948-10-07`
	Diagnosis TEXT null, -- description: disease names
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	RA TEXT null, -- `Rhuematoid Factor` description: Rhuematoid Factor value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1259
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Birthday DATE null, -- examples: `1956-04-14`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	RF TEXT null, -- `RAHA` description: RAHA value description: Commonsense evidence:  Normal range: N < 20
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1260
"CREATE TABLE Examination
(
	ID INTEGER null, --
	Thrombosis INTEGER null, -- description: degree of thrombosis value description: 0: negative (no thrombosis) 1: positive (the most severe one) 2: positive (severe)3: positive (mild)
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	RF TEXT null, -- `RAHA` description: RAHA value description: Commonsense evidence:  Normal range: N < 20
	primary key (ID, Date),
);",1261
"CREATE TABLE Examination
(
	ID INTEGER null, --
	`ANA Pattern` TEXT null, -- `pattern observed in the sheet of ANA examination` description: pattern observed in the sheet of ANA examination
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	C3 INTEGER null, -- `complement 3` description: complement 3 value description: Commonsense evidence:  Normal range: N > 35
	primary key (ID, Date),
);",1262
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	`aCL IgA` INTEGER null, -- `anti-Cardiolipin antibody (IgA) concentration` description: anti-Cardiolipin antibody (IgA) concentration
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	HCT REAL null, -- `Hematoclit` description: Hematoclit value description: Commonsense evidence: Normal range: 29 < N < 52
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1263
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Diagnosis TEXT null, -- examples: `APS`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	C4 INTEGER null, -- `complement 4` description: complement 4 value description: Commonsense evidence:  Normal range: N > 10
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1264
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Admission TEXT null, -- description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	RNP TEXT null, -- examples: `negative`| `anti-ribonuclear protein` description: anti-ribonuclear protein value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1265
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Birthday DATE null, -- examples: `1954-03-16`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	RNP TEXT null, -- `anti-ribonuclear protein` description: anti-ribonuclear protein value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1266
"CREATE TABLE Examination
(
	ID INTEGER null, --
	Thrombosis INTEGER null, -- description: degree of thrombosis value description: 0: negative (no thrombosis) 1: positive (the most severe one) 2: positive (severe)3: positive (mild)
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	SM TEXT null, -- examples: `1`, `negative`| `anti-SM` description: anti-SM value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date),
);",1267
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Birthday DATE null, -- examples: `1953-09-21`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	SM TEXT null, -- `anti-SM` description: anti-SM value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1268
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-11`| description: Date of the laboratory tests (YYMMDD)
	SC170 TEXT null, -- `anti-scl70` description: anti-scl70 value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1269
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, -- description: Sex value description: F: female; M: male
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	SC170 TEXT null, -- `anti-scl70` description: anti-scl70 value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	Symptoms TEXT null, -- description: other symptoms observed
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1270
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	SSA TEXT null, -- `anti-SSA` description: anti-SSA value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1271
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	`First Date` DATE null, -- examples: `1993-02-10`| description: the date when a patient came to the hospital
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, --
	SSA TEXT null, -- `anti-SSA` description: anti-SSA value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1272
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Diagnosis TEXT null, -- examples: `SLE`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	SSB TEXT null, -- examples: `negative`| `anti-SSB` description: anti-SSB value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1273
"CREATE TABLE Examination
(
	ID INTEGER null, --
	Symptoms TEXT null, -- description: other symptoms observed
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	SSB TEXT null, -- `anti-SSB` description: anti-SSB value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date),
);",1274
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	SSB TEXT null, -- `anti-SSB` description: anti-SSB value description: Commonsense evidence:  Normal range: N= -, +-
	CENTROMEA TEXT null, -- `anti-centromere` description: anti-centromere value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1275
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Diagnosis TEXT null, -- description: disease names
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	DNA TEXT null, -- `anti-DNA` description: anti-DNA value description: Commonsense evidence:  Normal range: N < 8
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1276
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Description DATE null, -- examples: `1994-02-14`| description: the first date when a patient data was recorded value description: null or empty: not recorded
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	DNA TEXT null, -- `anti-DNA` description: anti-DNA value description: Commonsense evidence:  Normal range: N < 8
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1277
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Admission TEXT null, -- description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	`DNA-II` INTEGER null, -- `anti-DNA` description: anti-DNA value description: Commonsense evidence:  Normal range: N < 8
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1278
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Diagnosis TEXT null, -- examples: `SLE`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	GOT INTEGER null, -- `AST glutamic oxaloacetic transaminase` description: AST glutamic oxaloacetic transaminase value description: Commonsense evidence:  Normal range: N < 60
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1279
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	SEX TEXT null, -- description: Sex value description: F: female; M: male
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	GOT INTEGER null, -- `AST glutamic oxaloacetic transaminase` description: AST glutamic oxaloacetic transaminase value description: Commonsense evidence:  Normal range: N < 60
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1280
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Birthday DATE null, -- examples: `1944-07-13`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	GOT INTEGER null, -- `AST glutamic oxaloacetic transaminase` description: AST glutamic oxaloacetic transaminase value description: Commonsense evidence:  Normal range: N < 60
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1281
"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key,
	Birthday DATE null, -- examples: `1954-03-16`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, --
	GPT INTEGER null, -- `ALT glutamic pyruvic transaminase` description: ALT glutamic pyruvic transaminase value description: Commonsense evidence:  Normal range: N < 60
	primary key (ID, Date),
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);",1282
