question_id,selected_schema_with_connections
1213,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	Birthday DATE null, -- examples: `1936-03-25`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	ALP INTEGER null, -- `alkaliphophatase` description: alkaliphophatase value description: Commonsense evidence:  Normal range: N < 300
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1214,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	SEX TEXT null, --
	Birthday DATE null, -- examples: `1934-02-13`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`| description: Date of the laboratory tests (YYMMDD)
	TP REAL null, -- `total protein` description: total protein value description: Commonsense evidence:  Normal range: 6.0 < N < 8.5
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1215,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	SEX TEXT null, -- description: Sex value description: F: female; M: male
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-26`
	TP REAL null, -- `total protein` description: total protein value description: Commonsense evidence:  Normal range: 6.0 < N < 8.5
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1216,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	SEX TEXT null, -- description: Sex value description: F: female; M: male
	Birthday DATE null, -- examples: `1956-04-14`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-24`| description: Date of the laboratory tests (YYMMDD)
	ALB REAL null, -- `albumin` description: albumin value description: Commonsense evidence:  Normal range: 3.5 < N < 5.5
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1217,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Birthday DATE null, -- examples: `1944-07-13`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-11`| description: Date of the laboratory tests (YYMMDD)
	ALB REAL null, -- `albumin` description: albumin value description: Commonsense evidence:  Normal range: 3.5 < N < 5.5
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1218,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	SEX TEXT null, -- description: Sex value description: F: female; M: male
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-11`
	UA REAL null, -- `uric acid` description: uric acid value description: Commonsense evidence:  Normal range: N > 8.0 (Male)N > 6.5 (Female)
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1219,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	SEX TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-17`
	UA REAL null, -- `uric acid` description: uric acid value description: Commonsense evidence:  Normal range: N > 8.0 (Male)N > 6.5 (Female)
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1220,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	SEX TEXT null, --
	Birthday DATE null, -- examples: `1936-03-25`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`| description: Date of the laboratory tests (YYMMDD)
	UN INTEGER null, -- `urea nitrogen` description: urea nitrogen value description: Commonsense evidence:  Normal range: N < 30
	PIC INTEGER null, --
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1221,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	SEX TEXT null, --
	Birthday DATE null, -- examples: `1948-10-07`
	Diagnosis TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-20`
	UN INTEGER null, -- `urea nitrogen` description: urea nitrogen value description: Commonsense evidence:  Normal range: N < 30
	PIC INTEGER null, --
	`U-PRO` TEXT null, -- `proteinuria` description: proteinuria value description: Commonsense evidence:  Normal range: 0 < N < 30
	RA TEXT null, -- `Rhuematoid Factor` description: Rhuematoid Factor value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1222,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	SEX TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	CRE REAL null, -- `creatinine` description: creatinine value description: Commonsense evidence:  Normal range: N < 1.5
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1223,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	SEX TEXT null, -- description: Sex value description: F: female; M: male
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-21`
	CRE REAL null, -- `creatinine` description: creatinine value description: Commonsense evidence:  Normal range: N < 1.5
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1224,"CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-26`| description: Date of the laboratory tests (YYMMDD)
	`T-BIL` REAL null, -- `total bilirubin` description: total bilirubin value description: Commonsense evidence:  Normal range: N < 2.0
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	SEX TEXT null, -- description: Sex value description: F: female; M: male
	Birthday DATE null, -- examples: `1953-09-21`| description: Birthday
);"
1225,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	SEX TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`
	`T-BIL` REAL null, -- `total bilirubin` description: total bilirubin value description: Commonsense evidence:  Normal range: N < 2.0
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1226,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	Birthday DATE null, -- examples: `1953-09-21`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	`T-CHO` INTEGER null, -- `total cholesterol` description: total cholesterol value description: Commonsense evidence: Normal range: N < 250
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1227,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	SEX TEXT null, -- description: Sex value description: F: female; M: male
	Birthday DATE null, -- examples: `1936-03-25`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	`T-CHO` INTEGER null, -- `total cholesterol` description: total cholesterol value description: Commonsense evidence: Normal range: N < 250
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1228,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Diagnosis TEXT null, -- description: disease names
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-20`
	TG INTEGER null, -- `triglyceride` description: triglyceride value description: Commonsense evidence:  Normal range: N < 200
	RF TEXT null, -- examples: `300.2`
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1229,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Birthday DATE null, -- examples: `1937-11-24`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-24`
	TG INTEGER null, -- `triglyceride` description: triglyceride value description: Commonsense evidence:  Normal range: N < 200
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1230,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Admission TEXT null, -- description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
	Diagnosis TEXT null, -- examples: `CPK !`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`
	CPK INTEGER null, -- `creatinine phosphokinase` description: creatinine phosphokinase value description: Commonsense evidence: Normal range: N < 250
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1231,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	SEX TEXT null, --
	Birthday DATE null, -- examples: `1956-04-14`
	Diagnosis TEXT null, -- examples: `CPK !`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-24`
	CPK INTEGER null, -- `creatinine phosphokinase` description: creatinine phosphokinase value description: Commonsense evidence: Normal range: N < 250
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1232,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	SEX TEXT null, --
	Birthday DATE null, -- examples: `1948-10-07`
	Description DATE null, -- examples: `1994-02-22`
	`First Date` DATE null, -- examples: `1983-01-20`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-26`| description: Date of the laboratory tests (YYMMDD)
	`T-CHO` INTEGER null, -- `total cholesterol` description: total cholesterol value description: Commonsense evidence: Normal range: N < 250
	GLU INTEGER null, -- `blood glucose` description: blood glucose value description: Commonsense evidence: Normal range: N < 180
	PIC INTEGER null, --
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1233,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Description DATE null, -- examples: `1997-02-03`| description: the first date when a patient data was recorded value description: null or empty: not recorded
	`First Date` DATE null, -- examples: `1983-01-20`| description: the date when a patient came to the hospital
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-11`| description: Date of the laboratory tests (YYMMDD)
	GLU INTEGER null, -- `blood glucose` description: blood glucose value description: Commonsense evidence: Normal range: N < 180
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1234,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	SEX TEXT null, --
	Birthday DATE null, -- examples: `1936-03-25`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`
	WBC REAL null, -- `White blood cell` description: White blood cell value description: Commonsense evidence: Normal range: 3.5 < N < 9.0
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1235,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	Birthday DATE null, -- examples: `1948-10-07`
	Diagnosis TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	RBC REAL null, -- `Red blood cell` description: Red blood cell value description: Commonsense evidence:  Normal range: 3.5 < N < 6.0
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1236,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	SEX TEXT null, -- description: Sex value description: F: female; M: male
	Birthday DATE null, -- examples: `1953-09-21`
	Admission TEXT null, -- description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	RBC REAL null, -- `Red blood cell` description: Red blood cell value description: Commonsense evidence:  Normal range: 3.5 < N < 6.0
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1237,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	SEX TEXT null, -- description: Sex value description: F: female; M: male
	Admission TEXT null, -- description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-26`
	HGB REAL null, -- `Hemoglobin` description: Hemoglobin value description: Commonsense evidence:  Normal range: 10 < N < 17
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1238,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	SEX TEXT null, --
	Birthday DATE null, -- examples: `1948-10-07`
	Diagnosis TEXT null, -- examples: `SLE`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`
	HGB REAL null, -- `Hemoglobin` description: Hemoglobin value description: Commonsense evidence:  Normal range: 10 < N < 17
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1239,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	Birthday DATE null, -- examples: `1948-10-07`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-26`| description: Date of the laboratory tests (YYMMDD)
	HCT REAL null, -- `Hematoclit` description: Hematoclit value description: Commonsense evidence: Normal range: 29 < N < 52
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1240,"CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-11`| description: Date of the laboratory tests (YYMMDD)
	HCT REAL null, -- `Hematoclit` description: Hematoclit value description: Commonsense evidence: Normal range: 29 < N < 52
	primary key (ID, Date), --
);"
1241,"CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-24`
	PLT INTEGER null, -- `platelet` description: platelet value description: Commonsense evidence:  Normal range: 100 < N < 400
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
);"
1242,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	SEX TEXT null, --
	Birthday DATE null, -- examples: `1936-03-25`
	`First Date` DATE null, -- examples: `1973-01-01`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`| description: Date of the laboratory tests (YYMMDD)
	PLT INTEGER null, -- `platelet` description: platelet value description: Commonsense evidence:  Normal range: 100 < N < 400
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1243,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	SEX TEXT null, -- description: Sex value description: F: female; M: male
	Birthday DATE null, -- examples: `1956-04-14`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-19`
	PT REAL null, -- `prothrombin time` description: prothrombin time value description: Commonsense evidence:  Normal range: N < 14
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1244,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Description DATE null, -- examples: `1997-02-03`| description: the first date when a patient data was recorded value description: null or empty: not recorded
	`First Date` DATE null, -- examples: `1993-02-05`| description: the date when a patient came to the hospital
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	PT REAL null, -- `prothrombin time` description: prothrombin time value description: Commonsense evidence:  Normal range: N < 14
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1245,"CREATE TABLE Examination
(
	ID INTEGER null, --
	`Examination Date` DATE null, -- examples: `1997-03-17`| description: Examination Date
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-24`| description: Date of the laboratory tests (YYMMDD)
	APTT INTEGER null, -- `activated partial prothrombin time` description: activated partial prothrombin time value description: Commonsense evidence:  Normal range: N < 45
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
);"
1246,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-20`
	APTT INTEGER null, -- `activated partial prothrombin time` description: activated partial prothrombin time value description: Commonsense evidence:  Normal range: N < 45
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	Diagnosis TEXT null, -- examples: `thrombosis`
	Thrombosis INTEGER null, -- description: degree of thrombosis value description: 0: negative (no thrombosis) 1: positive (the most serious) 2: positive (severe)3: positive (mild)
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1247,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	SEX TEXT null, -- description: Sex value description: F: female; M: male
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	WBC REAL null, -- `White blood cell` description: White blood cell value description: Commonsense evidence: Normal range: 3.5 < N < 9.0
	FG REAL null, -- `fibrinogen` description: fibrinogen value description: Commonsense evidence:  Normal range: 150 < N < 450
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1248,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Birthday DATE null, -- examples: `1934-02-13`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`| description: Date of the laboratory tests (YYMMDD)
	FG REAL null, -- `fibrinogen` description: fibrinogen value description: Commonsense evidence:  Normal range: 150 < N < 450
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1249,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Diagnosis TEXT null, -- description: disease names
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-21`
	`U-PRO` TEXT null, -- `proteinuria` description: proteinuria value description: Commonsense evidence:  Normal range: 0 < N < 30
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1250,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	Diagnosis TEXT null, -- examples: `SLE`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-11`
	PIC INTEGER null, --
	`U-PRO` TEXT null, -- `proteinuria` description: proteinuria value description: Commonsense evidence:  Normal range: 0 < N < 30
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1251,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	IGG INTEGER null, -- `Ig G` description: Ig G value description: Commonsense evidence:  Normal range: 900 < N < 2000
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1252,"CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`
	IGG INTEGER null, -- `Ig G` description: Ig G value description: Commonsense evidence:  Normal range: 900 < N < 2000
	primary key (ID, Date), --
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	Symptoms TEXT null, -- description: other symptoms observed
);"
1253,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Diagnosis TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`
	IGA INTEGER null, -- `Ig A` description: Ig A value description: Commonsense evidence:  Normal range: 80 < N < 500
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1254,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Description DATE null, -- examples: `1994-02-22`| description: the first date when a patient data was recorded value description: null or empty: not recorded
	`First Date` DATE null, -- examples: `1983-01-20`| description: the date when a patient came to the hospital
	Admission TEXT null, -- description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-) value description: patient was admitted to the hospital (+) or followed at the outpatient clinic (-)
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-26`
	IGA INTEGER null, -- `Ig A` description: Ig A value description: Commonsense evidence:  Normal range: 80 < N < 500
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1255,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Diagnosis TEXT null, -- description: disease names
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	IGM INTEGER null, -- `Ig M` description: Ig M value description: Commonsense evidence:  Normal range: 40 < N < 400
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1256,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Description DATE null, -- examples: `1994-03-08`| description: the first date when a patient data was recorded value description: null or empty: not recorded
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-27`
	CRP TEXT null, -- `C-reactive protein` description: C-reactive protein value description: Commonsense evidence:  Normal range: N= -, +-, or N < 1.0
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1257,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Birthday DATE null, -- examples: `1954-03-16`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	CRE REAL null, -- `creatinine` description: creatinine value description: Commonsense evidence:  Normal range: N < 1.5
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1258,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Diagnosis TEXT null, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-24`
	RA TEXT null, -- `Rhuematoid Factor` description: Rhuematoid Factor value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	Diagnosis TEXT null, -- examples: `Normal`
	KCT TEXT null, -- `measure of degree of coagulation` description: measure of degree of coagulation value description: +: positive  -: negative
	RVVT TEXT null, -- `measure of degree of coagulation` description: measure of degree of coagulation value description: +: positive  -: negative
	LAC TEXT null, -- `measure of degree of coagulation` description: measure of degree of coagulation value description: +: positive  -: negative
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1259,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Birthday DATE null, -- examples: `1934-02-13`
	Diagnosis TEXT null, -- description: disease names
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-25`
	RA TEXT null, -- `Rhuematoid Factor` description: Rhuematoid Factor value description: Commonsense evidence:  Normal range: N= -, +-
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1260,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, -- description: identification of the patient
	Birthday DATE null, -- examples: `1944-07-13`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, -- description: identification of the patient
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-11`
	PIC INTEGER null, --
	RF TEXT null, -- `RAHA` description: RAHA value description: Commonsense evidence:  Normal range: N < 20
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1261,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-20`
	RA TEXT null, -- `Rhuematoid Factor` description: Rhuematoid Factor value description: Commonsense evidence:  Normal range: N= -, +-
	RF TEXT null, -- `RAHA` description: RAHA value description: Commonsense evidence:  Normal range: N < 20
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	Diagnosis TEXT null, -- examples: `thrombosis`, `Normal`
	Thrombosis INTEGER null, -- description: degree of thrombosis value description: 0: negative (no thrombosis) 1: positive (the most serious) 2: positive (severe)3: positive (mild)
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
1262,"CREATE TABLE Patient
(
	ID INTEGER default 0 not null primary key, --
	Diagnosis TEXT null, -- examples: `ANA`
);

CREATE TABLE Laboratory
(
	ID INTEGER default 0 not null, --
	Date DATE default '0000-00-00' not null, -- examples: `1991-09-30`
	C3 INTEGER null, -- `complement 3` description: complement 3 value description: Commonsense evidence:  Normal range: N > 35
	primary key (ID, Date), --
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);

CREATE TABLE Examination
(
	ID INTEGER null, --
	ANA INTEGER null, -- `anti-nucleus antibody` description: anti-nucleus antibody concentration
	`ANA Pattern` TEXT null, -- examples: `P`| `pattern observed in the sheet of ANA examination` description: pattern observed in the sheet of ANA examination
	foreign key (ID) references Patient (ID) on update cascade on delete cascade,
);"
